Posição,Jogador,País,Posição Campo,Assistências,Finalizações certas,Finalizações,Finalizações convertidas Porcentagem (%),Chutes na área,Chutes fora da área,Cabeceios a gol,GE,Eficiência em GE,Escanteios
144,Malek Shalabiya,,,0,0,0,0,0,0,0,0.0,0,0
144,Malick Fofana,,,0,0,0,0,0,0,0,0.0,0,0
144,Malick Thiaw,,,0,0,0,0,0,0,0,0.0,0,0
144,Malik Henry,,,0,0,0,0,0,0,0,0.0,0,0
144,Malik Tillman,,,0,0,0,0,0,0,0,0.0,0,0
144,Malo Gusto,,,0,0,0,0,0,0,0,0.0,0,0
144,Mamadou Camara,,,0,0,0,0,0,0,0,0.0,0,0
144,Mamadou Diakhon,,,0,0,0,0,0,0,0,0.0,0,0
144,Mamadou Mbow,,,0,0,0,0,0,0,0,0.0,0,0
145,Mamadou Sarr,,,0,0,0,0,0,0,0,0.0,0,0
145,Mandela Keita,,,0,0,0,0,0,0,0,0.0,0,0
145,Manu Duah,,,0,0,0,0,0,0,0,0.0,0,0
145,Manu Kone,,,0,0,0,0,0,0,0,0.0,0,0
145,Manuel Akanji,,,0,0,0,0,0,0,0,0.0,0,0
145,Manuel Neuer,,,0,0,0,0,0,0,0,0.0,0,0
145,Manuel Ugarte,,,0,0,0,0,0,0,0,0.0,0,0
145,Mao Hosoya,,,0,0,0,0,0,0,0,0.0,0,0
145,Marawan Attia,,,0,0,0,0,0,0,0,0.0,0,0
145,Marc Bernal,,,0,0,0,0,0,0,0,0.0,0,0
146,Marc Bola,,,0,0,0,0,0,0,0,0.0,0,0
146,Marc Cucurella,,,0,0,0,0,0,0,0,0.0,0,0
146,Marc Guehi,,,0,0,0,0,0,0,0,0.0,0,0
146,Marc Pubill,,,0,0,0,0,0,0,0,0.0,0,0
146,Marcel Ruiz,MEX,,0,0,0,0,0,0,0,0.0,0,0
146,Marcel Sabitzer,,,0,0,0,0,0,0,0,0.0,0,0
146,Marcelo Flores,,,0,0,0,0,0,0,0,0.0,0,0
146,Marcelo Saracchi,,,0,0,0,0,0,0,0,0.0,0,0
146,Marcio Rosa,,,0,0,0,0,0,0,0,0.0,0,0
146,Marco Friedl,,,0,0,0,0,0,0,0,0.0,0,0
147,Marco Gruell,,,0,0,0,0,0,0,0,0.0,0,0
147,Marco Pasalic,,,0,0,0,0,0,0,0,0.0,0,0
147,Marco Pellegrino,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcos Acuna,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcos Llorente,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcos Senesi,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcus Holmgren Pedersen,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcus Rashford,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcus Thuram,,,0,0,0,0,0,0,0,0.0,0,0
147,Marcus Younis,,,0,0,0,0,0,0,0,0.0,0,0
148,Marin Pongracic,,,0,0,0,0,0,0,0,0.0,0,0
148,Mario Pasalic,,,0,0,0,0,0,0,0,0.0,0,0
148,Mario Stroeykens,,,0,0,0,0,0,0,0,0.0,0,0
148,Mark Flekken,,,0,0,0,0,0,0,0,0.0,0,0
148,Mark Mckenzie,,,0,0,0,0,0,0,0,0.0,0,0
148,Markhus Lacroix,,,0,0,0,0,0,0,0,0.0,0,0
148,Marko Arnautovic,,,0,0,0,0,0,0,0,0.0,0,0
148,Marko Farji,,,0,0,0,0,0,0,0,0.0,0,0
148,Marko Stamenic,,,0,0,0,0,0,0,0,0.0,0,0
148,Marouane Louadni,,,0,0,0,0,0,0,0,0.0,0,0
149,Marouane Sahraoui,,,0,0,0,0,0,0,0,0.0,0,0
149,Marquinhos,,,0,0,0,0,0,0,0,0.0,0,0
149,Marten De Roon,,,0,0,0,0,0,0,0,0.0,0,0
149,Martial Godo,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Baturina,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Boyle,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Erlic,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Experience,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Jedlicka,,,0,0,0,0,0,0,0,0.0,0,0
149,Martin Krug,,,0,0,0,0,0,0,0,0.0,0,0
150,Martin Odegaard,,,0,0,0,0,0,0,0,0.0,0,0
150,Martin Vitik,,,0,0,0,0,0,0,0,0.0,0,0
150,Martin Zlomislic,,,0,0,0,0,0,0,0,0.0,0,0
150,Martin Zubimendi,,,0,0,0,0,0,0,0,0.0,0,0
150,Marvin Keller,,,0,0,0,0,0,0,0,0.0,0,0
150,Marvin Senaya,,,0,0,0,0,0,0,0,0.0,0,0
150,Marwan Alsahafi,,,0,0,0,0,0,0,0,0.0,0,0
150,Marwan Badreldin,,,0,0,0,0,0,0,0,0.0,0,0
150,Masindi Nemtajela,RSA,,0,0,0,0,0,0,0,0.0,0,0
150,Masoud Mohebbi,,,0,0,0,0,0,0,0,0.0,0,0
151,Matej Hadas,,,0,0,0,0,0,0,0,0.0,0,0
151,Matej Kovar,,,0,0,0,0,0,0,0,0.0,0,0
151,Matej Rynes,,,0,0,0,0,0,0,0,0.0,0,0
151,Matej Vydra,,,0,0,0,0,0,0,0,0.0,0,0
151,Mateo Chavez,MEX,df,0,0,0,0,0,0,0,0.0,0,0
151,Mateo Gamarra,,,0,0,0,0,0,0,0,0.0,0,0
151,Mateo Kovacic,,,0,0,0,0,0,0,0,0.0,0,0
151,Mateus Fernandes,,,0,0,0,0,0,0,0,0.0,0,0
151,Matheus Cunha,,,0,0,0,0,0,0,0,0.0,0,0
151,Matheus Nunes,,,0,0,0,0,0,0,0,0.0,0,0
152,Matheus Pereira,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathew Leckie,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathew Ryan,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathias Dyngeland,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathias Honsak,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathias Olivera,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathias Villasanti,,,0,0,0,0,0,0,0,0.0,0,0
152,Mathieu Choiniere,,,0,0,0,0,0,0,0,0.0,0,0
152,Matias Abaldo,,,0,0,0,0,0,0,0,0.0,0,0
152,Matias Fernandez Pardo,,,0,0,0,0,0,0,0,0.0,0,0
153,Matias Galarza,,,0,0,0,0,0,0,0,0.0,0,0
153,Matias Soule,,,0,0,0,0,0,0,0,0.0,0,0
153,Matias Vina,,,0,0,0,0,0,0,0,0.0,0,0
153,Mats Wieffer,,,0,0,0,0,0,0,0,0.0,0,0
153,Matt Freese,,,0,0,0,0,0,0,0,0.0,0,0
153,Matt Turner,,,0,0,0,0,0,0,0,0.0,0,0
153,Matte Smets,,,0,0,0,0,0,0,0,0.0,0,0
153,Matteo Guendouzi,,,0,0,0,0,0,0,0,0.0,0,0
153,Matthew Dibley Dias,,,0,0,0,0,0,0,0,0.0,0,0
153,Matthew Garbett,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthew Sheridan,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthias Ginter,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthias Seidl,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthieu Epolo,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthieu Udol,,,0,0,0,0,0,0,0,0.0,0,0
154,Matthijs De Ligt,,,0,0,0,0,0,0,0,0.0,0,0
154,Mattias Svanberg,,,0,0,0,0,0,0,0,0.0,0,0
154,Matz Sels,,,0,0,0,0,0,0,0,0.0,0,0
154,Mauricio,,,0,0,0,0,0,0,0,0.0,0,0
154,Mauro Arambarri,,,0,0,0,0,0,0,0,0.0,0,0
155,Max Arfsten,,,0,0,0,0,0,0,0,0.0,0,0
155,Max Balard,,,0,0,0,0,0,0,0,0.0,0,0
155,Max Crocombe,,,0,0,0,0,0,0,0,0.0,0,0
155,Max Johnston,,,0,0,0,0,0,0,0,0.0,0,0
155,Max Mata,,,0,0,0,0,0,0,0,0.0,0,0
155,Maxence Lacroix,,,0,0,0,0,0,0,0,0.0,0,0
155,Maxi Araujo,,,0,0,0,0,0,0,0,0.0,0,0
155,Maxim De Cuyper,,,0,0,0,0,0,0,0,0.0,0,0
155,Maxime Crepeau,,,0,0,0,0,0,0,0,0.0,0,0
155,Maximilian Beier,,,0,0,0,0,0,0,0,0.0,0,0
156,Maximilian Mittelstaedt,,,0,0,0,0,0,0,0,0.0,0,0
156,Maximilian Woeber,,,0,0,0,0,0,0,0,0.0,0,0
156,Maximo Perrone,,,0,0,0,0,0,0,0,0.0,0,0
156,Maytham Jabbar,,,0,0,0,0,0,0,0,0.0,0,0
156,Mbekezeli Mbokazi,RSA,df,0,0,0,0,0,0,0,0.0,0,0
156,Mehdi Dorval,,,0,0,0,0,0,0,0,0.0,0,0
156,Mehdi Ghayedi,,,0,0,0,0,0,0,0,0.0,0,0
156,Mehdi Hashemnejad,,,0,0,0,0,0,0,0,0.0,0,0
156,Mehdi Taremi,,,0,0,0,0,0,0,0,0.0,0,0
156,Mehdi Torabi,,,0,0,0,0,0,0,0,0.0,0,0
157,Melker Ellborg,,,0,0,0,0,0,0,0,0.0,0,0
157,Melvin Mastil,,,0,0,0,0,0,0,0,0.0,0,0
157,Memphis Depay,,,0,0,0,0,0,0,0,0.0,0,0
157,Merchas Doski,,,0,0,0,0,0,0,0,0.0,0,0
157,Merih Demiral,,,0,0,0,0,0,0,0,0.0,0,0
157,Mersad Seifi,,,0,0,0,0,0,0,0,0.0,0,0
157,Mert Gunok,,,0,0,0,0,0,0,0,0.0,0,0
157,Mert Muldur,,,0,0,0,0,0,0,0,0.0,0,0
157,Meschack Elia,,,0,0,0,0,0,0,0,0.0,0,0
157,Meshaal Barsham,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Boxall,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Gregoritsch,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Heule,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Olise,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Svoboda,,,0,0,0,0,0,0,0,0.0,0,0
158,Michael Woud,,,0,0,0,0,0,0,0,0.0,0,0
158,Michal Beran,,,0,0,0,0,0,0,0,0.0,0,0
158,Michal Sadilek,,,0,0,0,0,0,0,0,0.0,0,0
158,Michel Aebischer,,,0,0,0,0,0,0,0,0.0,0,0
158,Michy Batshuayi,,,0,0,0,0,0,0,0,0.0,0,0
159,Micky Van De Ven,,,0,0,0,0,0,0,0,0.0,0,0
159,Miguel Almiron,,,0,0,0,0,0,0,0,0.0,0,0
159,Miguel Joseph,,,0,0,0,0,0,0,0,0.0,0,0
159,Miguel Merentiel,,,0,0,0,0,0,0,0,0.0,0,0
159,Mihlali Mayambela,RSA,,0,0,0,0,0,0,0,0.0,0,0
159,Mika Godts,,,0,0,0,0,0,0,0,0.0,0,0
159,Mikael Cantave,,,0,0,0,0,0,0,0,0.0,0,0
159,Mikael Ishak,,,0,0,0,0,0,0,0,0.0,0,0
159,Mike Maignan,,,0,0,0,0,0,0,0,0.0,0,0
159,Mike Penders,,,0,0,0,0,0,0,0,0.0,0,0
160,Mikel Merino,,,0,0,0,0,0,0,0,0.0,0,0
160,Mikel Oyarzabal,,,0,0,0,0,0,0,0,0.0,0,0
160,Milad Mohammadi,,,0,0,0,0,0,0,0,0.0,0,0
160,Miles Robinson,,,0,0,0,0,0,0,0,0.0,0,0
160,Milos Degenek,,,0,0,0,0,0,0,0,0.0,0,0
160,Milton Delgado,,,0,0,0,0,0,0,0,0.0,0,0
160,Mio Backhaus,,,0,0,0,0,0,0,0,0.0,0,0
160,Miro Muheim,,,0,0,0,0,0,0,0,0.0,0,0
160,Mislav Orsic,,,0,0,0,0,0,0,0,0.0,0,0
160,Mitchell Duke,,,0,0,0,0,0,0,0,0.0,0,0
161,Mladen Jurkas,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Abdelmoneim,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Abukhalil,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Alaa,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Ali Ben Romdhane,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Altaay,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Amine Ben Hmida,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Amine Tougai,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Amoura,,,0,0,0,0,0,0,0,0.0,0,0
161,Mohamed Azzi,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Belloumi,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Chibi,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Diomande,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Drager,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Elshenawy,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Farsi,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Hadj Mahmoud,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Hany,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Kanno,,,0,0,0,0,0,0,0,0.0,0,0
162,Mohamed Khacef,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Khaled,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Kone,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Manai,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Rabia,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Rabie Hrimat,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Salah,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Shehata,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohamed Toure,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohammad Abualnadi,,,0,0,0,0,0,0,0,0.0,0,0
163,Mohammad Abughoush,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Abuhasheesh,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Abuzraiq,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Aldaoud,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Alkloub,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Ghorbani,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Khodabandelo,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammad Mohebbi,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammadjavad Hosseinnezhad,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammed Abu Alshamat,,,0,0,0,0,0,0,0,0.0,0,0
164,Mohammed Alowais,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Jawad,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Khubrani,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Muntari,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Qasim,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Salih,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohammed Waad,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohanad Ali,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohanad Jeahze,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohanad Lashin,,,0,0,0,0,0,0,0,0.0,0,0
165,Mohannad Abutaha,,,0,0,0,0,0,0,0,0.0,0,0
166,Mohannad Alsouliman,,,0,0,0,0,0,0,0,0.0,0,0
166,Mohannad Semreen,,,0,0,0,0,0,0,0,0.0,0,0
166,Mohau Nkota,RSA,,0,0,0,0,0,0,0,0.0,0,0
166,Moise Bombito,,,0,0,0,0,0,0,0,0.0,0,0
166,Moises Caicedo,,,0,0,0,0,0,0,0,0.0,0,0
166,Moises Ramirez,,,0,0,0,0,0,0,0,0.0,0,0
166,Mojmir Chytil,,,0,0,0,0,0,0,0,0.0,0,0
166,Momen Alsaket,,,0,0,0,0,0,0,0,0.0,0,0
166,Mondy Prunier,,,0,0,0,0,0,0,0,0.0,0,0
166,Monsef Bakrar,,,0,0,0,0,0,0,0,0.0,0,0
167,Montader Madjed,,,0,0,0,0,0,0,0,0.0,0,0
167,Montassar Talbi,,,0,0,0,0,0,0,0,0.0,0,0
167,Moon Seonmin,,,0,0,0,0,0,0,0,0.0,0,0
167,Morgan Gibbs White,,,0,0,0,0,0,0,0,0.0,0,0
167,Morgan Rogers,,,0,0,0,0,0,0,0,0.0,0,0
167,Moritz Nicolas,,,0,0,0,0,0,0,0,0.0,0,0
167,Mortadha Ben Ouanes,,,0,0,0,0,0,0,0,0.0,0,0
167,Morten Thorsby,,,0,0,0,0,0,0,0,0.0,0,0
167,Morteza Pouraliganji,,,0,0,0,0,0,0,0,0.0,0,0
167,Mory Diaw,,,0,0,0,0,0,0,0,0.0,0,0
168,Moses Dyer,,,0,0,0,0,0,0,0,0.0,0,0
168,Mostafa Mohamed,,,0,0,0,0,0,0,0,0.0,0,0
168,Mostafa Shoubir,,,0,0,0,0,0,0,0,0.0,0,0
168,Mostafa Zico,,,0,0,0,0,0,0,0,0.0,0,0
168,Moteb Alharbi,,,0,0,0,0,0,0,0,0.0,0,0
168,Mouhib Chamakh,,,0,0,0,0,0,0,0,0.0,0,0
168,Mousa Altamari,,,0,0,0,0,0,0,0,0.0,0,0
168,Moussa Diaby,,,0,0,0,0,0,0,0,0.0,0,0
168,Moussa Niakhate,,,0,0,0,0,0,0,0,0.0,0,0
168,Moustafa Tarek,,,0,0,0,0,0,0,0,0.0,0,0
169,Moutaz Neffati,,,0,0,0,0,0,0,0,0.0,0,0
169,Mrwan Hassan,,,0,0,0,0,0,0,0,0.0,0,0
169,Mthetheleli Mthiyane,RSA,,0,0,0,0,0,0,0,0.0,0,0
169,Mubarak Shanan,,,0,0,0,0,0,0,0,0.0,0,0
169,Muhammadrasul Abdumajidov,,,0,0,0,0,0,0,0,0.0,0,0
169,Muhammed Cham,,,0,0,0,0,0,0,0,0.0,0,0
169,Mukhammadkodir Khamraliev,,,0,0,0,0,0,0,0,0.0,0,0
169,Mukhtar Ali,,,0,0,0,0,0,0,0,0.0,0,0
169,Munaf Younus,,,0,0,0,0,0,0,0,0.0,0,0
169,Munir El Kajoui,,,0,0,0,0,0,0,0,0.0,0,0
170,Murad Alhawsawi,,,0,0,0,0,0,0,0,0.0,0,0
170,Musaab Khidir,,,0,0,0,0,0,0,0,0.0,0,0
170,Musab Aljuwayr,,,0,0,0,0,0,0,0,0.0,0,0
170,Mustafa Eskihellac,,,0,0,0,0,0,0,0,0.0,0,0
170,Mustafa Saadoon,,,0,0,0,0,0,0,0,0.0,0,0
170,Myles Lewis Skelly,,,0,0,0,0,0,0,0,0.0,0,0
170,Na Sangho,,,0,0,0,0,0,0,0,0.0,0,0
170,Nabil Bentaleb,,,0,0,0,0,0,0,0,0.0,0,0
170,Nabil Donga,,,0,0,0,0,0,0,0,0.0,0,0
170,Nabil Irfan,,,0,0,0,0,0,0,0,0.0,0,0
171,Nacim Dendani,,,0,0,0,0,0,0,0,0.0,0,0
171,Nader Ghandri,,,0,0,0,0,0,0,0,0.0,0,0
171,Nadhir Benbouali,,,0,0,0,0,0,0,0,0.0,0,0
171,Nadiem Amiri,,,0,0,0,0,0,0,0,0.0,0,0
171,Nahitan Nandez,,,0,0,0,0,0,0,0,0.0,0,0
171,Nahuel Molina,,,0,0,0,0,0,0,0,0.0,0,0
171,Nail Omerovic,,,0,0,0,0,0,0,0,0.0,0,0
171,Nampalys Mendy,,,0,0,0,0,0,0,0,0.0,0,0
171,Nando Pijnaker,,,0,0,0,0,0,0,0,0.0,0,0
171,Naomichi Ueda,,,0,0,0,0,0,0,0,0.0,0,0
172,Nasser Aldawsari,,,0,0,0,0,0,0,0,0.0,0,0
172,Nasser Mansy,,,0,0,0,0,0,0,0,0.0,0,0
172,Natan,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan Ake,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan De Cat,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan Harriel,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan Ngoy,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan Patterson,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathan Saliba,,,0,0,0,0,0,0,0,0.0,0,0
172,Nathanael Mbuku,,,0,0,0,0,0,0,0,0.0,0,0
173,Nathangelo Markelo,,,0,0,0,0,0,0,0,0.0,0,0
173,Nathaniel Adjei,,,0,0,0,0,0,0,0,0.0,0,0
173,Nathaniel Brown,,,0,0,0,0,0,0,0,0.0,0,0
173,Nawaf Alaqidi,,,0,0,0,0,0,0,0,0.0,0,0
173,Nawaf Bu Washl,,,0,0,0,0,0,0,0,0.0,0,0
173,Nayef Aguerd,,,0,0,0,0,0,0,0,0.0,0,0
173,Ndamulelo Maphandule,RSA,,0,0,0,0,0,0,0,0.0,0,0
173,Neil El Aynaoui,,,0,0,0,0,0,0,0,0.0,0,0
173,Neiser Villarreal,,,0,0,0,0,0,0,0,0.0,0,0
173,Nelson Deossa,,,0,0,0,0,0,0,0,0.0,0,0
174,Nelson Semedo,,,0,0,0,0,0,0,0,0.0,0,0
174,Nestory Irankunda,,,0,0,0,0,0,0,0,0.0,0,0
174,Neymar Jr,,,0,0,0,0,0,0,0,0.0,0,0
174,Ngalayel Mukau,,,0,0,0,0,0,0,0,0.0,0,0
174,Ngolo Kante,,,0,0,0,0,0,0,0,0.0,0,0
174,Niall Mason,,,0,0,0,0,0,0,0,0.0,0,0
174,Nicholas Dagostino,,,0,0,0,0,0,0,0,0.0,0,0
174,Nick Pope,,,0,0,0,0,0,0,0,0.0,0,0
174,Nick Woltemade,,,0,0,0,0,0,0,0,0.0,0,0
174,Nicky Souren,,,0,0,0,0,0,0,0,0.0,0,0
175,Niclas Fuellkrug,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Elvedi,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Gonzalez,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Oreilly,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Paz,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Schlotterbeck,,,0,0,0,0,0,0,0,0.0,0,0
175,Nico Williams,,,0,0,0,0,0,0,0,0.0,0,0
175,Nicolas Capaldo,,,0,0,0,0,0,0,0,0.0,0,0
175,Nicolas De La Cruz,,,0,0,0,0,0,0,0,0.0,0,0
175,Nicolas Dominguez,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Fonseca,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Jackson,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Kristof,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Marichal,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Otamendi,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Pepe,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Raskin,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Seiwald,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolas Tagliafico,,,0,0,0,0,0,0,0,0.0,0,0
176,Nicolo Tresoldi,,,0,0,0,0,0,0,0,0.0,0,0
177,Nihad Mujakic,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikita Haikin,,,0,0,0,0,0,0,0,0.0,0,0
177,Niko Kirwan,,,0,0,0,0,0,0,0,0.0,0,0
177,Niko Sigur,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Katic,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Markovic,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Moro,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Tzanev,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Vasilj,,,0,0,0,0,0,0,0,0.0,0,0
177,Nikola Vlasic,,,0,0,0,0,0,0,0,0.0,0,0
178,Nikolas Polster,,,0,0,0,0,0,0,0,0.0,0,0
178,Nikolas Veratschnig,,,0,0,0,0,0,0,0,0.0,0,0
178,Nikolaus Wurmbrand,,,0,0,0,0,0,0,0,0.0,0,0
178,Nilson Angulo,,,0,0,0,0,0,0,0,0.0,0,0
178,Nino Fancito,,,0,0,0,0,0,0,0,0.0,0,0
178,Nishan Velupillay,,,0,0,0,0,0,0,0,0.0,0,0
178,Nizar Alrashdan,,,0,0,0,0,0,0,0,0.0,0,0
178,Nkosikhona Radebe,RSA,,0,0,0,0,0,0,0,0.0,0,0
178,Nkosinathi Sibisi,RSA,df,0,0,0,0,0,0,0,0.0,0,0
178,Noa Lang,,,0,0,0,0,0,0,0,0.0,0,0
179,Noah Abatneh,,,0,0,0,0,0,0,0,0.0,0,0
179,Noah Atubolu,,,0,0,0,0,0,0,0,0.0,0,0
179,Noah Eile,,,0,0,0,0,0,0,0,0.0,0,0
179,Noah Okafor,,,0,0,0,0,0,0,0,0.0,0,0
179,Noah Sadiki,,,0,0,0,0,0,0,0,0.0,0,0
179,Nobel Mendy,,,0,0,0,0,0,0,0,0.0,0,0
179,Nodirbek Abdurazzokov,,,0,0,0,0,0,0,0,0.0,0,0
179,Noel Tornqvist,,,0,0,0,0,0,0,0,0.0,0,0
179,Noni Madueke,,,0,0,0,0,0,0,0,0.0,0,0
179,Noor Alrawabdeh,,,0,0,0,0,0,0,0,0.0,0,0
180,Nour Baniateyah,,,0,0,0,0,0,0,0,0.0,0,0
180,Noureddine Farhati,,,0,0,0,0,0,0,0,0.0,0,0
180,Noussair Mazraoui,,,0,0,0,0,0,0,0,0.0,0,0
180,Nuno Da Costa,,,0,0,0,0,0,0,0,0.0,0,0
180,Nuno Mendes,,,0,0,0,0,0,0,0,0.0,0,0
180,Nuno Tavares,,,0,0,0,0,0,0,0,0.0,0,0
180,Obed Vargas,MEX,mf,0,0,0,0,0,0,0,0.0,0,0
180,Odeh Fakhoury,,,0,0,0,0,0,0,0,0.0,0,0
180,Odiljon Xamrobekov,,,0,0,0,0,0,0,0,0.0,0,0
180,Odilon Kossounou,,,0,0,0,0,0,0,0,0.0,0,0
181,Odin Bjortuft,,,0,0,0,0,0,0,0,0.0,0,0
181,Oguz Aydin,,,0,0,0,0,0,0,0,0.0,0,0
181,Oh Hyeongyu,,,0,0,0,0,0,0,0,0.0,0,0
181,Oh Sehun,,,0,0,0,0,0,0,0,0.0,0,0
181,Okan Kocuk,,,0,0,0,0,0,0,0,0.0,0,0
181,Oli Mcburnie,,,0,0,0,0,0,0,0,0.0,0,0
181,Oliver Baumann,,,0,0,0,0,0,0,0,0.0,0,0
181,Oliver Burke,,,0,0,0,0,0,0,0,0.0,0,0
181,Olivier Deman,,,0,0,0,0,0,0,0,0.0,0,0
181,Ollie Watkins,,,0,0,0,0,0,0,0,0.0,0,0
182,Olwethu Makhanya,RSA,df,0,0,0,0,0,0,0,0.0,0,0
182,Omar Alderete,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar Ben Ali,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar Browne,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar El Hilali,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar Marmoush,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar Rekik,,,0,0,0,0,0,0,0,0.0,0,0
182,Omar Valencia,,,0,0,0,0,0,0,0,0.0,0,0
182,Ondrej Kricfalusi,,,0,0,0,0,0,0,0,0.0,0,0
